subject,bias,absolute,group,group_c,time,time_c,hand,hand_c,degree
8,-8,8,disturbance,"0,5",post,"0,5",left,"-0,5",14
8,-12,12,disturbance,"0,5",post,"0,5",left,"-0,5",6
8,-3,3,disturbance,"0,5",post,"0,5",right,"0,5",26
8,-7,7,disturbance,"0,5",post,"0,5",right,"0,5",10
8,-6,6,disturbance,"0,5",post,"0,5",left,"-0,5",30
8,-2,2,disturbance,"0,5",post,"0,5",right,"0,5",-16
8,-6,6,disturbance,"0,5",post,"0,5",right,"0,5",2
8,-6,6,disturbance,"0,5",post,"0,5",left,"-0,5",4
8,-7,7,disturbance,"0,5",post,"0,5",left,"-0,5",-30
8,-5,5,disturbance,"0,5",post,"0,5",right,"0,5",24
8,-6,6,disturbance,"0,5",post,"0,5",right,"0,5",-18
8,-8,8,disturbance,"0,5",post,"0,5",right,"0,5",8
8,-7,7,disturbance,"0,5",post,"0,5",left,"-0,5",12
8,-2,2,disturbance,"0,5",post,"0,5",right,"0,5",-26
8,-5,5,disturbance,"0,5",post,"0,5",left,"-0,5",20
8,-4,4,disturbance,"0,5",post,"0,5",left,"-0,5",-22
8,-3,3,disturbance,"0,5",post,"0,5",left,"-0,5",-6
8,-9,9,disturbance,"0,5",post,"0,5",left,"-0,5",-14
8,-2,2,disturbance,"0,5",post,"0,5",left,"-0,5",28
8,-6,6,disturbance,"0,5",post,"0,5",right,"0,5",-2
8,-7,7,disturbance,"0,5",post,"0,5",right,"0,5",-10
8,-4,4,disturbance,"0,5",post,"0,5",right,"0,5",16
9,5,5,control,"-0,5",pre,"-0,5",right,"0,5",6
9,3,3,control,"-0,5",pre,"-0,5",left,"-0,5",18
9,2,2,control,"-0,5",pre,"-0,5",left,"-0,5",10
9,-1,1,control,"-0,5",pre,"-0,5",left,"-0,5",-8
9,-1,1,control,"-0,5",pre,"-0,5",left,"-0,5",-24
9,4,4,control,"-0,5",pre,"-0,5",right,"0,5",-20
9,-1,1,control,"-0,5",pre,"-0,5",left,"-0,5",-16
9,6,6,control,"-0,5",pre,"-0,5",right,"0,5",22
9,6,6,control,"-0,5",pre,"-0,5",right,"0,5",14
9,6,6,control,"-0,5",pre,"-0,5",right,"0,5",-12
9,7,7,control,"-0,5",pre,"-0,5",right,"0,5",30
9,2,2,control,"-0,5",pre,"-0,5",right,"0,5",-4
9,0,0,control,"-0,5",pre,"-0,5",left,"-0,5",26
9,2,2,control,"-0,5",pre,"-0,5",right,"0,5",-28
9,1,1,control,"-0,5",pre,"-0,5",left,"-0,5",2
9,0,0,control,"-0,5",pre,"-0,5",left,"-0,5",-18
9,-1,1,control,"-0,5",pre,"-0,5",right,"0,5",-6
9,-4,4,control,"-0,5",pre,"-0,5",left,"-0,5",-10
9,6,6,control,"-0,5",pre,"-0,5",right,"0,5",28
9,0,0,control,"-0,5",pre,"-0,5",left,"-0,5",16
9,4,4,control,"-0,5",pre,"-0,5",right,"0,5",12
9,4,4,control,"-0,5",pre,"-0,5",right,"0,5",20
9,-1,1,control,"-0,5",pre,"-0,5",left,"-0,5",24
9,1,1,control,"-0,5",pre,"-0,5",right,"0,5",-22
9,2,2,control,"-0,5",pre,"-0,5",right,"0,5",4
9,2,2,control,"-0,5",pre,"-0,5",right,"0,5",-14
9,-1,1,control,"-0,5",pre,"-0,5",left,"-0,5",-2
9,-3,3,control,"-0,5",pre,"-0,5",left,"-0,5",-26
9,3,3,control,"-0,5",pre,"-0,5",right,"0,5",-30
9,0,0,control,"-0,5",pre,"-0,5",left,"-0,5",8
9,8,8,control,"-0,5",post,"0,5",right,"0,5",26
9,6,6,control,"-0,5",post,"0,5",right,"0,5",18
9,0,0,control,"-0,5",post,"0,5",left,"-0,5",22
9,2,2,control,"-0,5",post,"0,5",right,"0,5",10
9,0,0,control,"-0,5",post,"0,5",right,"0,5",-16
9,0,0,control,"-0,5",post,"0,5",left,"-0,5",30
9,-3,3,control,"-0,5",post,"0,5",left,"-0,5",-20
9,2,2,control,"-0,5",post,"0,5",right,"0,5",-8
9,2,2,control,"-0,5",post,"0,5",right,"0,5",2
9,0,0,control,"-0,5",post,"0,5",left,"-0,5",6
9,1,1,control,"-0,5",post,"0,5",right,"0,5",-24
9,-1,1,control,"-0,5",post,"0,5",left,"-0,5",-4
9,7,7,control,"-0,5",post,"0,5",left,"-0,5",14
9,3,3,control,"-0,5",post,"0,5",left,"-0,5",-28
9,0,0,control,"-0,5",post,"0,5",left,"-0,5",-12
9,2,2,control,"-0,5",post,"0,5",right,"0,5",-10
9,0,0,control,"-0,5",post,"0,5",left,"-0,5",-30
9,1,1,control,"-0,5",post,"0,5",left,"-0,5",-14
9,5,5,control,"-0,5",post,"0,5",right,"0,5",-18
9,4,4,control,"-0,5",post,"0,5",left,"-0,5",12
9,1,1,control,"-0,5",post,"0,5",right,"0,5",-26
9,3,3,control,"-0,5",post,"0,5",left,"-0,5",-6
9,2,2,control,"-0,5",post,"0,5",left,"-0,5",20
9,2,2,control,"-0,5",post,"0,5",left,"-0,5",28
9,7,7,control,"-0,5",post,"0,5",right,"0,5",16
9,4,4,control,"-0,5",post,"0,5",left,"-0,5",4
9,6,6,control,"-0,5",post,"0,5",right,"0,5",8
9,2,2,control,"-0,5",post,"0,5",left,"-0,5",-22
9,8,8,control,"-0,5",post,"0,5",right,"0,5",24
9,3,3,control,"-0,5",post,"0,5",right,"0,5",-2
10,-7,7,disturbance,"0,5",pre,"-0,5",left,"-0,5",-8
10,"-4,5","4,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",2
10,1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-24
10,6,6,disturbance,"0,5",pre,"-0,5",right,"0,5",-12
10,"1,5","1,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",26
10,6,6,disturbance,"0,5",pre,"-0,5",right,"0,5",-20
10,3,3,disturbance,"0,5",pre,"-0,5",right,"0,5",30
10,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",-16
10,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",10
10,8,8,disturbance,"0,5",pre,"-0,5",right,"0,5",14
10,"8,5","8,5",disturbance,"0,5",pre,"-0,5",right,"0,5",22
10,6,6,disturbance,"0,5",pre,"-0,5",left,"-0,5",18
10,5,5,disturbance,"0,5",pre,"-0,5",right,"0,5",-28
10,7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",6
10,1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",-4
10,7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",16
10,"0,5","0,5",disturbance,"0,5",pre,"-0,5",right,"0,5",-18
10,-7,7,disturbance,"0,5",pre,"-0,5",left,"-0,5",-14
10,5,5,disturbance,"0,5",pre,"-0,5",right,"0,5",-2
10,10,10,disturbance,"0,5",pre,"-0,5",right,"0,5",24
10,1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",28
10,"0,5","0,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-30
10,2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",-22
10,"3,5","3,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",4
10,8,8,disturbance,"0,5",pre,"-0,5",right,"0,5",8
10,"-4,5","4,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-6
10,4,4,disturbance,"0,5",pre,"-0,5",right,"0,5",-10
10,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",-26
10,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",12
10,0,0,disturbance,"0,5",pre,"-0,5",left,"-0,5",20
10,6,6,disturbance,"0,5",post,"0,5",right,"0,5",-16
10,"2,5","2,5",disturbance,"0,5",post,"0,5",right,"0,5",-24
10,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",14
10,8,8,disturbance,"0,5",post,"0,5",left,"-0,5",22
10,13,13,disturbance,"0,5",post,"0,5",right,"0,5",10
10,5,5,disturbance,"0,5",post,"0,5",right,"0,5",2
10,-10,10,disturbance,"0,5",post,"0,5",left,"-0,5",-28
10,5,5,disturbance,"0,5",post,"0,5",right,"0,5",26
10,"-3,5","3,5",disturbance,"0,5",post,"0,5",left,"-0,5",6
10,"11,5","11,5",disturbance,"0,5",post,"0,5",right,"0,5",18
10,-3,3,disturbance,"0,5",post,"0,5",left,"-0,5",-4
10,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",-12
10,1,1,disturbance,"0,5",post,"0,5",left,"-0,5",-20
10,3,3,disturbance,"0,5",post,"0,5",left,"-0,5",30
10,"6,5","6,5",disturbance,"0,5",post,"0,5",right,"0,5",-8
10,1,1,disturbance,"0,5",post,"0,5",right,"0,5",12
10,"8,5","8,5",disturbance,"0,5",post,"0,5",left,"-0,5",-10
10,-3,3,disturbance,"0,5",post,"0,5",left,"-0,5",-26
10,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",8
10,3,3,disturbance,"0,5",post,"0,5",right,"0,5",-30
10,5,5,disturbance,"0,5",post,"0,5",right,"0,5",-6
10,2,2,disturbance,"0,5",post,"0,5",left,"-0,5",16
10,5,5,disturbance,"0,5",post,"0,5",right,"0,5",-14
10,"9,5","9,5",disturbance,"0,5",post,"0,5",right,"0,5",20
10,-8,8,disturbance,"0,5",post,"0,5",left,"-0,5",-18
10,1,1,disturbance,"0,5",post,"0,5",right,"0,5",-22
10,-4,4,disturbance,"0,5",post,"0,5",left,"-0,5",-2
10,3,3,disturbance,"0,5",post,"0,5",right,"0,5",4
10,"2,5","2,5",disturbance,"0,5",post,"0,5",right,"0,5",28
10,"1,5","1,5",disturbance,"0,5",post,"0,5",left,"-0,5",24
11,5,5,control,"-0,5",pre,"-0,5",right,"0,5",14
11,7,7,control,"-0,5",pre,"-0,5",right,"0,5",22
11,"-3,5","3,5",control,"-0,5",pre,"-0,5",left,"-0,5",-8
11,2,2,control,"-0,5",pre,"-0,5",right,"0,5",-4
11,6,6,control,"-0,5",pre,"-0,5",left,"-0,5",26
11,"5,5","5,5",control,"-0,5",pre,"-0,5",right,"0,5",30
11,-2,2,control,"-0,5",pre,"-0,5",right,"0,5",-12
11,2,2,control,"-0,5",pre,"-0,5",left,"-0,5",10
11,"1,5","1,5",control,"-0,5",pre,"-0,5",right,"0,5",6
11,"2,5","2,5",control,"-0,5",pre,"-0,5",left,"-0,5",18
11,-9,9,control,"-0,5",pre,"-0,5",left,"-0,5",-24
11,-5,5,control,"-0,5",pre,"-0,5",right,"0,5",-20
11,"-7,5","7,5",control,"-0,5",pre,"-0,5",right,"0,5",-28
11,-7,7,control,"-0,5",pre,"-0,5",left,"-0,5",-16
11,4,4,control,"-0,5",pre,"-0,5",left,"-0,5",2
11,7,7,control,"-0,5",pre,"-0,5",right,"0,5",16
11,1,1,control,"-0,5",pre,"-0,5",left,"-0,5",-6
11,9,9,control,"-0,5",pre,"-0,5",left,"-0,5",20
11,10,10,control,"-0,5",pre,"-0,5",left,"-0,5",12
11,6,6,control,"-0,5",pre,"-0,5",left,"-0,5",4
11,"0,5","0,5",control,"-0,5",pre,"-0,5",left,"-0,5",-30
11,"-1,5","1,5",control,"-0,5",pre,"-0,5",left,"-0,5",-14
11,"1,5","1,5",control,"-0,5",pre,"-0,5",right,"0,5",-10
11,-2,2,control,"-0,5",pre,"-0,5",right,"0,5",-26
11,"6,5","6,5",control,"-0,5",pre,"-0,5",left,"-0,5",28
11,3,3,control,"-0,5",pre,"-0,5",right,"0,5",24
11,-9,9,control,"-0,5",pre,"-0,5",left,"-0,5",-22
11,-4,4,control,"-0,5",pre,"-0,5",right,"0,5",-2
11,-9,9,control,"-0,5",pre,"-0,5",right,"0,5",-18
11,-4,4,control,"-0,5",pre,"-0,5",right,"0,5",8
11,-4,4,control,"-0,5",post,"0,5",left,"-0,5",6
11,-4,4,control,"-0,5",post,"0,5",left,"-0,5",-4
11,"-5,5","5,5",control,"-0,5",post,"0,5",right,"0,5",-16
11,4,4,control,"-0,5",post,"0,5",left,"-0,5",14
11,"8,5","8,5",control,"-0,5",post,"0,5",left,"-0,5",22
11,"4,5","4,5",control,"-0,5",post,"0,5",right,"0,5",-8
11,-6,6,control,"-0,5",post,"0,5",left,"-0,5",-28
11,"-0,5","0,5",control,"-0,5",post,"0,5",right,"0,5",-24
11,"-6,5","6,5",control,"-0,5",post,"0,5",left,"-0,5",-20
11,5,5,control,"-0,5",post,"0,5",right,"0,5",26
11,0,0,control,"-0,5",post,"0,5",right,"0,5",18
11,-4,4,control,"-0,5",post,"0,5",left,"-0,5",-12
11,10,10,control,"-0,5",post,"0,5",left,"-0,5",30
11,4,4,control,"-0,5",post,"0,5",right,"0,5",10
11,0,0,control,"-0,5",post,"0,5",right,"0,5",2
11,3,3,control,"-0,5",post,"0,5",right,"0,5",28
11,-3,3,control,"-0,5",post,"0,5",left,"-0,5",-26
11,5,5,control,"-0,5",post,"0,5",left,"-0,5",24
11,7,7,control,"-0,5",post,"0,5",left,"-0,5",8
11,2,2,control,"-0,5",post,"0,5",right,"0,5",-14
11,6,6,control,"-0,5",post,"0,5",right,"0,5",20
11,8,8,control,"-0,5",post,"0,5",left,"-0,5",16
11,"0,5","0,5",control,"-0,5",post,"0,5",left,"-0,5",-2
11,"8,5","8,5",control,"-0,5",post,"0,5",right,"0,5",12
11,-2,2,control,"-0,5",post,"0,5",left,"-0,5",-10
11,"-4,5","4,5",control,"-0,5",post,"0,5",left,"-0,5",-18
11,"-3,5","3,5",control,"-0,5",post,"0,5",right,"0,5",-30
11,-4,4,control,"-0,5",post,"0,5",right,"0,5",-22
11,-1,1,control,"-0,5",post,"0,5",right,"0,5",-6
11,3,3,control,"-0,5",post,"0,5",right,"0,5",4
12,-6,6,disturbance,"0,5",pre,"-0,5",left,"-0,5",14
12,-8,8,disturbance,"0,5",pre,"-0,5",left,"-0,5",6
12,-5,5,disturbance,"0,5",pre,"-0,5",left,"-0,5",22
12,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",-24
12,-8,8,disturbance,"0,5",pre,"-0,5",left,"-0,5",-12
12,17,17,disturbance,"0,5",pre,"-0,5",right,"0,5",18
12,1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",-16
12,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-4
12,12,12,disturbance,"0,5",pre,"-0,5",right,"0,5",26
12,"6,5","6,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",30
12,0,0,disturbance,"0,5",pre,"-0,5",left,"-0,5",-28
12,1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-20
12,-6,6,disturbance,"0,5",pre,"-0,5",right,"0,5",2
12,-8,8,disturbance,"0,5",pre,"-0,5",right,"0,5",-8
12,-7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",10
12,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",-10
12,-7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",-30
12,-7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",-22
12,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",-6
12,-2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",8
12,1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-18
12,1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",12
12,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",-26
12,"1,5","1,5",disturbance,"0,5",pre,"-0,5",right,"0,5",20
12,-4,4,disturbance,"0,5",pre,"-0,5",right,"0,5",-14
12,-2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",-2
12,5,5,disturbance,"0,5",pre,"-0,5",left,"-0,5",16
12,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",28
12,-3,3,disturbance,"0,5",pre,"-0,5",right,"0,5",4
12,2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",24
12,-3,3,disturbance,"0,5",post,"0,5",right,"0,5",30
12,-7,7,disturbance,"0,5",post,"0,5",right,"0,5",-28
12,-4,4,disturbance,"0,5",post,"0,5",right,"0,5",-12
12,"6,5","6,5",disturbance,"0,5",post,"0,5",left,"-0,5",26
12,2,2,disturbance,"0,5",post,"0,5",right,"0,5",22
12,2,2,disturbance,"0,5",post,"0,5",left,"-0,5",-8
12,11,11,disturbance,"0,5",post,"0,5",left,"-0,5",10
12,"1,5","1,5",disturbance,"0,5",post,"0,5",left,"-0,5",2
12,11,11,disturbance,"0,5",post,"0,5",left,"-0,5",18
12,0,0,disturbance,"0,5",post,"0,5",right,"0,5",6
12,"-2,5","2,5",disturbance,"0,5",post,"0,5",right,"0,5",14
12,4,4,disturbance,"0,5",post,"0,5",left,"-0,5",-16
12,-6,6,disturbance,"0,5",post,"0,5",right,"0,5",-20
12,-1,1,disturbance,"0,5",post,"0,5",left,"-0,5",-24
12,-1,1,disturbance,"0,5",post,"0,5",right,"0,5",-4
12,"7,5","7,5",disturbance,"0,5",post,"0,5",left,"-0,5",4
12,0,0,disturbance,"0,5",post,"0,5",right,"0,5",8
12,2,2,disturbance,"0,5",post,"0,5",left,"-0,5",-14
12,"-4,5","4,5",disturbance,"0,5",post,"0,5",right,"0,5",-2
12,"-10,5","10,5",disturbance,"0,5",post,"0,5",right,"0,5",-18
12,-4,4,disturbance,"0,5",post,"0,5",right,"0,5",-10
12,-13,13,disturbance,"0,5",post,"0,5",right,"0,5",-26
12,6,6,disturbance,"0,5",post,"0,5",left,"-0,5",20
12,8,8,disturbance,"0,5",post,"0,5",left,"-0,5",12
12,"4,5","4,5",disturbance,"0,5",post,"0,5",left,"-0,5",-6
12,7,7,disturbance,"0,5",post,"0,5",left,"-0,5",-30
12,2,2,disturbance,"0,5",post,"0,5",right,"0,5",24
12,-1,1,disturbance,"0,5",post,"0,5",left,"-0,5",-22
12,0,0,disturbance,"0,5",post,"0,5",right,"0,5",16
12,5,5,disturbance,"0,5",post,"0,5",left,"-0,5",28
13,-19,19,control,"-0,5",pre,"-0,5",left,"-0,5",-24
13,13,13,control,"-0,5",pre,"-0,5",right,"0,5",-12
13,8,8,control,"-0,5",pre,"-0,5",right,"0,5",-28
13,-5,5,control,"-0,5",pre,"-0,5",left,"-0,5",-8
13,-3,3,control,"-0,5",pre,"-0,5",left,"-0,5",10
13,15,15,control,"-0,5",pre,"-0,5",right,"0,5",30
13,11,11,control,"-0,5",pre,"-0,5",right,"0,5",22
13,-7,7,control,"-0,5",pre,"-0,5",left,"-0,5",-16
13,16,16,control,"-0,5",pre,"-0,5",right,"0,5",-20
13,18,18,control,"-0,5",pre,"-0,5",right,"0,5",-4
13,-3,3,control,"-0,5",pre,"-0,5",left,"-0,5",18
13,"-1,5","1,5",control,"-0,5",pre,"-0,5",left,"-0,5",2
13,11,11,control,"-0,5",pre,"-0,5",right,"0,5",6
13,"14,5","14,5",control,"-0,5",pre,"-0,5",right,"0,5",14
13,"-1,5","1,5",control,"-0,5",pre,"-0,5",left,"-0,5",26
13,-4,4,control,"-0,5",pre,"-0,5",left,"-0,5",-6
13,-10,10,control,"-0,5",pre,"-0,5",left,"-0,5",-14
13,14,14,control,"-0,5",pre,"-0,5",right,"0,5",-18
13,-6,6,control,"-0,5",pre,"-0,5",left,"-0,5",4
13,-6,6,control,"-0,5",pre,"-0,5",left,"-0,5",12
13,7,7,control,"-0,5",pre,"-0,5",right,"0,5",-2
13,10,10,control,"-0,5",pre,"-0,5",right,"0,5",24
13,"5,5","5,5",control,"-0,5",pre,"-0,5",right,"0,5",8
13,-3,3,control,"-0,5",pre,"-0,5",left,"-0,5",28
13,15,15,control,"-0,5",pre,"-0,5",right,"0,5",-26
13,"-2,5","2,5",control,"-0,5",pre,"-0,5",left,"-0,5",20
13,"14,5","14,5",control,"-0,5",pre,"-0,5",right,"0,5",-10
13,-9,9,control,"-0,5",pre,"-0,5",left,"-0,5",-22
13,"13,5","13,5",control,"-0,5",pre,"-0,5",right,"0,5",16
13,-9,9,control,"-0,5",pre,"-0,5",left,"-0,5",-30
13,4,4,control,"-0,5",post,"0,5",right,"0,5",10
13,-1,1,control,"-0,5",post,"0,5",right,"0,5",-8
13,-10,10,control,"-0,5",post,"0,5",left,"-0,5",-12
13,7,7,control,"-0,5",post,"0,5",right,"0,5",-16
13,-6,6,control,"-0,5",post,"0,5",left,"-0,5",22
13,-11,11,control,"-0,5",post,"0,5",left,"-0,5",14
13,4,4,control,"-0,5",post,"0,5",right,"0,5",18
13,"2,5","2,5",control,"-0,5",post,"0,5",right,"0,5",-24
13,-13,13,control,"-0,5",post,"0,5",left,"-0,5",-28
13,-10,10,control,"-0,5",post,"0,5",left,"-0,5",-20
13,-11,11,control,"-0,5",post,"0,5",left,"-0,5",6
13,-12,12,control,"-0,5",post,"0,5",left,"-0,5",30
13,-1,1,control,"-0,5",post,"0,5",right,"0,5",2
13,-4,4,control,"-0,5",post,"0,5",right,"0,5",26
13,-4,4,control,"-0,5",post,"0,5",left,"-0,5",-4
13,5,5,control,"-0,5",post,"0,5",right,"0,5",20
13,-8,8,control,"-0,5",post,"0,5",left,"-0,5",16
13,-4,4,control,"-0,5",post,"0,5",left,"-0,5",-2
13,4,4,control,"-0,5",post,"0,5",right,"0,5",-6
13,-2,2,control,"-0,5",post,"0,5",right,"0,5",4
13,"-12,5","12,5",control,"-0,5",post,"0,5",left,"-0,5",-26
13,"6,5","6,5",control,"-0,5",post,"0,5",left,"-0,5",-10
13,"1,5","1,5",control,"-0,5",post,"0,5",right,"0,5",-22
13,3,3,control,"-0,5",post,"0,5",right,"0,5",-14
13,-8,8,control,"-0,5",post,"0,5",left,"-0,5",8
13,4,4,control,"-0,5",post,"0,5",right,"0,5",-30
13,3,3,control,"-0,5",post,"0,5",right,"0,5",28
13,2,2,control,"-0,5",post,"0,5",right,"0,5",12
13,-7,7,control,"-0,5",post,"0,5",left,"-0,5",24
13,"-4,5","4,5",control,"-0,5",post,"0,5",left,"-0,5",-18
14,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",14
14,-2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",30
14,"-1,5","1,5",disturbance,"0,5",pre,"-0,5",right,"0,5",-16
14,-1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",-8
14,0,0,disturbance,"0,5",pre,"-0,5",left,"-0,5",-12
14,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",18
14,4,4,disturbance,"0,5",pre,"-0,5",right,"0,5",26
14,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",-24
14,"-0,5","0,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-4
14,"1,5","1,5",disturbance,"0,5",pre,"-0,5",right,"0,5",10
14,1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",2
14,1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",22
14,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-20
14,-2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",6
14,0,0,disturbance,"0,5",pre,"-0,5",left,"-0,5",-28
14,"-1,5","1,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",16
14,"2,5","2,5",disturbance,"0,5",pre,"-0,5",right,"0,5",12
14,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",-22
14,-4,4,disturbance,"0,5",pre,"-0,5",right,"0,5",-30
14,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-26
14,"1,5","1,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-10
14,3,3,disturbance,"0,5",pre,"-0,5",right,"0,5",20
14,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",8
14,"3,5","3,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-18
14,"4,5","4,5",disturbance,"0,5",pre,"-0,5",right,"0,5",28
14,"1,5","1,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",24
14,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",-14
14,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",-6
14,1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",4
14,"1,5","1,5",disturbance,"0,5",pre,"-0,5",left,"-0,5",-2
14,"-0,5","0,5",disturbance,"0,5",post,"0,5",left,"-0,5",-8
14,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",18
14,3,3,disturbance,"0,5",post,"0,5",left,"-0,5",-24
14,"-1,5","1,5",disturbance,"0,5",post,"0,5",left,"-0,5",26
14,"0,5","0,5",disturbance,"0,5",post,"0,5",right,"0,5",14
14,-4,4,disturbance,"0,5",post,"0,5",right,"0,5",-20
14,-3,3,disturbance,"0,5",post,"0,5",right,"0,5",-12
14,-5,5,disturbance,"0,5",post,"0,5",right,"0,5",-4
14,-3,3,disturbance,"0,5",post,"0,5",right,"0,5",30
14,-2,2,disturbance,"0,5",post,"0,5",right,"0,5",6
14,"-1,5","1,5",disturbance,"0,5",post,"0,5",right,"0,5",-28
14,3,3,disturbance,"0,5",post,"0,5",left,"-0,5",10
14,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",2
14,3,3,disturbance,"0,5",post,"0,5",right,"0,5",22
14,0,0,disturbance,"0,5",post,"0,5",left,"-0,5",-16
14,1,1,disturbance,"0,5",post,"0,5",left,"-0,5",-30
14,"-0,5","0,5",disturbance,"0,5",post,"0,5",left,"-0,5",-6
14,"-0,5","0,5",disturbance,"0,5",post,"0,5",left,"-0,5",20
14,"-0,5","0,5",disturbance,"0,5",post,"0,5",right,"0,5",-18
14,"-2,5","2,5",disturbance,"0,5",post,"0,5",right,"0,5",16
14,"-1,5","1,5",disturbance,"0,5",post,"0,5",right,"0,5",8
14,-3,3,disturbance,"0,5",post,"0,5",right,"0,5",-2
14,"-6,5","6,5",disturbance,"0,5",post,"0,5",right,"0,5",-26
14,4,4,disturbance,"0,5",post,"0,5",left,"-0,5",-14
14,4,4,disturbance,"0,5",post,"0,5",left,"-0,5",4
14,"-2,5","2,5",disturbance,"0,5",post,"0,5",right,"0,5",-10
14,5,5,disturbance,"0,5",post,"0,5",left,"-0,5",28
14,6,6,disturbance,"0,5",post,"0,5",left,"-0,5",-22
14,1,1,disturbance,"0,5",post,"0,5",right,"0,5",24
14,"5,5","5,5",disturbance,"0,5",post,"0,5",left,"-0,5",12
15,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",-4
15,6,6,disturbance,"0,5",pre,"-0,5",right,"0,5",6
15,0,0,disturbance,"0,5",pre,"-0,5",right,"0,5",-12
15,-4,4,disturbance,"0,5",pre,"-0,5",left,"-0,5",2
15,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-24
15,-2,2,disturbance,"0,5",pre,"-0,5",left,"-0,5",-8
15,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",26
15,-5,5,disturbance,"0,5",pre,"-0,5",left,"-0,5",18
15,-3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",-16
15,4,4,disturbance,"0,5",pre,"-0,5",left,"-0,5",10
15,7,7,disturbance,"0,5",pre,"-0,5",right,"0,5",30
15,5,5,disturbance,"0,5",pre,"-0,5",right,"0,5",22
15,-5,5,disturbance,"0,5",pre,"-0,5",right,"0,5",-28
15,3,3,disturbance,"0,5",pre,"-0,5",right,"0,5",14
15,-3,3,disturbance,"0,5",pre,"-0,5",right,"0,5",-20
15,-1,1,disturbance,"0,5",pre,"-0,5",right,"0,5",-30
15,3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",8
15,3,3,disturbance,"0,5",pre,"-0,5",left,"-0,5",16
15,-2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",-14
15,2,2,disturbance,"0,5",pre,"-0,5",right,"0,5",4
15,-1,1,disturbance,"0,5",pre,"-0,5",left,"-0,5",-2
15,8,8,disturbance,"0,5",pre,"-0,5",right,"0,5",12
15,8,8,disturbance,"0,5",pre,"-0,5",right,"0,5",20
